Datetime,Open,High,Low,Close,Volume
2023-04-18 15:00:00+08:00,29736.6,30336.6,29425.9,29790.4,594908
2023-04-18 14:00:00+08:00,29562.1,29757.2,29562.1,29733.9,793446
2023-04-18 13:00:00+08:00,29508.9,29617.4,29508.9,29561.0,409464
2023-04-18 12:00:00+08:00,29460.1,29530.0,29455.1,29508.3,234523
2023-04-18 11:00:00+08:00,29477.3,29514.5,29459.3,29462.7,197502
2023-04-18 10:00:00+08:00,29378.6,29499.9,29378.6,29471.1,390783
2023-04-18 09:00:00+08:00,29366.9,29425.3,29108.7,29378.9,1143624
2023-04-18 08:00:00+08:00,29434.2,29458.7,29284.0,29366.1,495180
2023-04-18 07:00:00+08:00,29513.1,29522.5,29400.1,29436.2,178209
2023-04-18 06:00:00+08:00,29457.1,29998.0,29457.1,29512.2,264965
2023-04-18 05:00:00+08:00,29448.5,29470.1,29385.1,29454.7,212157
2023-04-18 04:00:00+08:00,29474.6,29503.1,29425.1,29447.1,351321
2023-04-18 03:00:00+08:00,29533.3,29586.5,29459.7,29472.8,522283
2023-04-18 02:00:00+08:00,29467.1,29577.6,29466.1,29532.6,387518
2023-04-18 01:00:00+08:00,29473.1,29542.0,29459.7,29467.4,449742
2023-04-18 00:00:00+08:00,29378.8,29492.6,29337.1,29471.6,683046
2023-04-17 23:00:00+08:00,29456.4,30047.4,29256.3,29378.1,746277
2023-04-17 22:00:00+08:00,29415.3,29499.9,29369.6,29456.6,799236
2023-04-17 21:00:00+08:00,29545.6,29556.2,29274.3,29413.6,1308953
2023-04-17 20:00:00+08:00,29587.5,29633.6,29451.1,29546.2,886315
2023-04-17 19:00:00+08:00,29910.0,29915.2,29161.7,29587.8,1116636
2023-04-17 18:00:00+08:00,29897.9,29919.0,29885.5,29910.4,58695
2023-04-17 17:00:00+08:00,29933.8,29938.4,29873.4,29900.9,224529
2023-04-17 16:00:00+08:00,29853.6,29935.5,29824.1,29932.2,368698
2023-04-17 15:00:00+08:00,29913.4,29953.7,29848.3,29851.9,472191
2023-04-17 14:00:00+08:00,30005.2,30017.4,29900.1,29912.3,281328
2023-04-17 13:00:00+08:00,29985.3,30021.9,29944.3,30004.7,235347
2023-04-17 12:00:00+08:00,29975.4,29992.2,29911.7,29991.4,207385
2023-04-17 11:00:00+08:00,30019.0,30039.4,29949.0,29978.9,282089
2023-04-17 10:00:00+08:00,29942.1,30098.5,29884.3,30017.3,584663
2023-04-17 09:00:00+08:00,29842.0,30529.6,29764.9,29942.1,1002299
2023-04-17 08:00:00+08:00,30304.0,30322.9,29784.0,29842.0,1790603
2023-04-17 07:00:00+08:00,30329.9,30350.3,30240.1,30312.4,386942
2023-04-17 06:00:00+08:00,30401.9,30426.8,30302.6,30329.9,290956
2023-04-17 05:00:00+08:00,30355.5,30406.2,30280.7,30401.1,382913
2023-04-17 04:00:00+08:00,30323.8,30417.9,30196.1,30355.4,854142
2023-04-17 03:00:00+08:00,30490.0,30572.0,30300.5,30323.2,967449
2023-04-17 02:00:00+08:00,30311.6,30490.0,30139.0,30490.0,276355
2023-04-17 01:00:00+08:00,30362.0,30399.0,30311.0,30312.4,188682
2023-04-17 00:00:00+08:00,30355.6,30505.0,30277.9,30361.3,164785
2023-04-16 23:00:00+08:00,30332.1,30390.0,30316.7,30362.1,281819
2023-04-16 22:00:00+08:00,30273.0,30343.0,30267.0,30332.3,354253
2023-04-16 21:00:00+08:00,30274.6,30279.0,30177.1,30271.8,397041
2023-04-16 20:00:00+08:00,30245.5,30298.1,30230.2,30275.2,223509
2023-04-16 19:00:00+08:00,30310.3,30341.7,30242.9,30245.0,168798
2023-04-16 18:00:00+08:00,30296.6,30310.0,30157.0,30310.0,103115
2023-04-16 17:00:00+08:00,30356.3,30356.3,30271.2,30298.5,184070
2023-04-16 16:00:00+08:00,30368.3,30377.1,30351.2,30356.6,53944
2023-04-16 15:00:00+08:00,30333.4,30419.8,30223.0,30371.2,102691
2023-04-16 14:00:00+08:00,30334.8,30377.9,30331.1,30336.5,89041
2023-04-16 13:00:00+08:00,30318.3,30362.1,30309.5,30334.9,149735
2023-04-16 12:00:00+08:00,30269.1,30327.6,30097.0,30316.9,174870
2023-04-16 11:00:00+08:00,30281.5,30286.6,30245.1,30267.6,169607
2023-04-16 10:00:00+08:00,30250.2,30295.8,30237.1,30283.4,215224
2023-04-16 09:00:00+08:00,30293.9,30293.9,30128.7,30251.5,662222
2023-04-16 08:00:00+08:00,30308.7,30335.1,30289.4,30298.0,144292
2023-04-16 07:00:00+08:00,30372.1,30384.2,30295.5,30306.6,104582
2023-04-16 06:00:00+08:00,30290.5,30384.8,30260.2,30379.4,384442
2023-04-16 05:00:00+08:00,30302.7,30330.2,30268.5,30288.9,187658
2023-04-16 04:00:00+08:00,30361.1,30368.9,30290.9,30304.3,211738
2023-04-16 03:00:00+08:00,30335.4,30361.1,30255.1,30361.1,208640
2023-04-16 02:00:00+08:00,30276.4,30333.8,30275.2,30333.8,94363
2023-04-16 01:00:00+08:00,30350.6,30351.0,30233.3,30276.4,284469
2023-04-16 00:00:00+08:00,30345.2,30907.4,30291.6,30349.7,419015
2023-04-15 23:00:00+08:00,30384.9,30450.5,30344.6,30345.2,234332
2023-04-15 22:00:00+08:00,30355.3,30403.4,30323.9,30380.0,278536
2023-04-15 21:00:00+08:00,30447.8,30571.0,30202.0,30355.3,263119
2023-04-15 20:00:00+08:00,30414.3,30475.3,30322.0,30447.8,170699
2023-04-15 19:00:00+08:00,30444.7,30464.5,30390.1,30412.3,163915
2023-04-15 18:00:00+08:00,30480.4,30502.4,30229.0,30444.3,124122
2023-04-15 17:00:00+08:00,30410.1,30494.6,30410.1,30479.5,203635
2023-04-15 16:00:00+08:00,30462.0,30480.7,30394.1,30410.8,107807
2023-04-15 15:00:00+08:00,30418.3,30497.3,30418.3,30465.9,237424
2023-04-15 14:00:00+08:00,30445.0,30459.9,30391.7,30417.1,87236
2023-04-15 13:00:00+08:00,30384.5,30445.4,30353.1,30444.4,221090
2023-04-15 12:00:00+08:00,30398.5,30413.3,30360.7,30383.6,223278
2023-04-15 11:00:00+08:00,30402.4,30447.5,29830.3,30396.8,201738
2023-04-15 10:00:00+08:00,30390.0,30464.7,30370.2,30403.0,321751
2023-04-15 09:00:00+08:00,30392.5,30422.3,30292.0,30390.4,445705
2023-04-15 08:00:00+08:00,30476.6,30612.7,30391.0,30392.7,615484
2023-04-15 07:00:00+08:00,30455.6,30499.9,30388.1,30475.6,380599
2023-04-15 06:00:00+08:00,30473.1,30479.8,30382.0,30459.1,283288
2023-04-15 05:00:00+08:00,30459.8,30522.1,30413.4,30476.9,273710
2023-04-15 04:00:00+08:00,30341.8,30586.0,30299.4,30460.3,771422
2023-04-15 03:00:00+08:00,30293.0,30888.0,30211.1,30341.7,547904
2023-04-15 02:00:00+08:00,30284.7,30368.0,30258.3,30287.6,800741
2023-04-15 01:00:00+08:00,30163.8,30295.9,30144.4,30289.7,902374
2023-04-15 00:00:00+08:00,30244.4,30281.0,29995.0,30165.9,1583431
2023-04-14 23:00:00+08:00,30602.5,30634.9,30119.0,30246.2,1853555
2023-04-14 22:00:00+08:00,30734.5,30778.4,30496.0,30606.1,1487407
2023-04-14 21:00:00+08:00,30631.1,30762.5,30624.8,30737.1,798673
2023-04-14 20:00:00+08:00,30826.3,30880.9,30181.0,30631.0,1142955
2023-04-14 19:00:00+08:00,30786.4,30831.8,30749.1,30826.7,342892
2023-04-14 18:00:00+08:00,30820.7,30854.9,30587.1,30792.2,360960
2023-04-14 17:00:00+08:00,30756.0,30823.4,30720.7,30821.9,314060
2023-04-14 16:00:00+08:00,30766.5,30818.7,30106.0,30756.6,719517
2023-04-14 15:00:00+08:00,30984.0,30999.9,30310.6,30771.1,1015164
2023-04-14 14:00:00+08:00,30828.5,31538.5,30744.1,30981.6,844907
2023-04-14 13:00:00+08:00,30733.9,30868.6,30723.3,30821.5,471505
2023-04-14 12:00:00+08:00,30734.0,30934.5,30700.0,30742.2,309887
