Datetime,Open,High,Low,Close,Volume
2023-04-18 15:55:00+08:00,29803.2,29813.5,29425.9,29790.4,91569
2023-04-18 15:50:00+08:00,29790.1,29803.0,29786.2,29803.0,63935
2023-04-18 15:45:00+08:00,29746.7,29789.3,29746.7,29789.3,46492
2023-04-18 15:40:00+08:00,29755.0,29793.9,29746.7,29746.7,60506
2023-04-18 15:35:00+08:00,29744.8,29762.6,29738.4,29754.9,36832
2023-04-18 15:30:00+08:00,29744.5,29776.8,29738.6,29748.4,55785
2023-04-18 15:25:00+08:00,29740.4,29757.7,29730.0,29743.6,39125
2023-04-18 15:20:00+08:00,29720.0,29742.9,29720.0,29740.3,28706
2023-04-18 15:15:00+08:00,29723.5,29724.9,29694.5,29719.1,35635
2023-04-18 15:10:00+08:00,29700.0,29727.4,29687.5,29727.4,38836
2023-04-18 15:05:00+08:00,29710.3,29710.3,29695.3,29699.9,9394
2023-04-18 15:00:00+08:00,29736.6,30336.6,29707.6,29710.3,88093
2023-04-18 14:55:00+08:00,29703.8,29741.1,29703.8,29733.9,55825
2023-04-18 14:50:00+08:00,29690.0,29704.8,29690.0,29703.6,32744
2023-04-18 14:45:00+08:00,29686.0,29693.0,29666.8,29689.4,32311
2023-04-18 14:40:00+08:00,29698.4,29703.0,29682.6,29690.8,30202
2023-04-18 14:35:00+08:00,29688.0,29702.9,29683.4,29700.6,59273
2023-04-18 14:30:00+08:00,29723.0,29737.8,29684.8,29687.4,67836
2023-04-18 14:25:00+08:00,29754.1,29757.2,29718.8,29723.7,98265
2023-04-18 14:20:00+08:00,29708.4,29753.3,29684.8,29751.2,128868
2023-04-18 14:15:00+08:00,29584.4,29734.7,29580.1,29708.8,180148
2023-04-18 14:10:00+08:00,29584.9,29594.9,29584.9,29591.8,8662
2023-04-18 14:05:00+08:00,29599.5,29604.2,29578.8,29583.7,28651
2023-04-18 14:00:00+08:00,29562.1,29613.3,29562.1,29599.5,70661
2023-04-18 13:55:00+08:00,29540.0,29561.0,29540.0,29561.0,27479
2023-04-18 13:50:00+08:00,29554.9,29554.9,29531.9,29537.1,10200
2023-04-18 13:45:00+08:00,29570.1,29584.8,29549.1,29554.8,27698
2023-04-18 13:40:00+08:00,29585.3,29585.3,29564.4,29570.0,43155
2023-04-18 13:35:00+08:00,29614.7,29614.7,29585.8,29585.8,26086
2023-04-18 13:30:00+08:00,29560.7,29617.4,29558.0,29614.6,95108
2023-04-18 13:25:00+08:00,29558.7,29580.9,29558.2,29561.5,24915
2023-04-18 13:20:00+08:00,29553.2,29570.0,29541.1,29559.1,38148
2023-04-18 13:15:00+08:00,29526.6,29567.0,29514.1,29552.5,62477
2023-04-18 13:10:00+08:00,29524.5,29528.9,29522.2,29526.6,9252
2023-04-18 13:05:00+08:00,29527.7,29530.9,29515.1,29524.4,15720
2023-04-18 13:00:00+08:00,29508.9,29530.9,29508.9,29526.6,29226
2023-04-18 12:55:00+08:00,29500.3,29508.3,29495.5,29508.3,11663
2023-04-18 12:50:00+08:00,29512.9,29518.4,29500.2,29504.9,12154
2023-04-18 12:45:00+08:00,29524.3,29530.0,29513.9,29513.9,16310
2023-04-18 12:40:00+08:00,29491.2,29524.2,29491.2,29524.2,31078
