Date,Open,Close,High,Low,Volume
2019/3/19,3856.5885,3833.9626,3868.335,3815.2187,18172711000
2019/3/20,3825.3356,3835.4397,3855.1465,3790.5119,17563209000
2019/3/21,3840.2783,3836.8913,3864.0696,3823.4661,19631031000
2019/3/22,3838.1255,3833.8013,3845.5808,3786.5917,17135699300
2019/3/25,3776.4426,3742.8252,3807.1793,3741.6062,19858632900
2019/3/26,3766.5287,3700.4388,3770.843,3687.5472,17304657900
2019/3/27,3724.4058,3743.3878,3750.2642,3703.4508,13875845400
2019/3/28,3731.0612,3728.3953,3755.716,3710.0814,13327212900
2019/3/29,3739.7739,3872.3412,3876.379,3739.7739,21563910300
2019/4/1,3901.1698,3973.928,3982.9091,3901.1698,27138270400
2019/4/2,3986.3443,3971.2852,3988.0975,3956.5059,22600034100
2019/4/3,3947.8697,4022.1566,4026.4972,3939.7837,23191736800
