Datetime,Open,High,Low,Close,Volume
2023-04-10 00:00:00+08:00,27894.6,31538.5,27336.7,30362.1,84002378
2023-04-03 00:00:00+08:00,28126.4,29165.4,27184.3,27894.2,103089310
2023-03-27 00:00:00+08:00,27810.8,30090.1,26491.0,28128.5,121240071
2023-03-20 00:00:00+08:00,27621.3,29373.0,26398.0,27814.1,257557821
2023-03-13 00:00:00+08:00,20562.7,28094.0,20316.8,27623.9,316459630
2023-03-06 00:00:00+08:00,21321.3,22941.6,19338.3,20562.8,278374844
2023-02-27 00:00:00+08:00,23257.2,24023.5,21060.6,21308.4,181429629
2023-02-20 00:00:00+08:00,24932.9,25600.3,22549.6,23257.5,360437042
2023-02-13 00:00:00+08:00,21950.3,25590.1,21325.4,24940.4,215538582
2023-02-06 00:00:00+08:00,23108.1,23699.6,21243.9,21951.4,213505767
2023-01-30 00:00:00+08:00,23534.2,24707.9,22249.1,23108.4,142354747
2023-01-23 00:00:00+08:00,22792.9,23839.2,22228.6,23532.8,142725547
2023-01-16 00:00:00+08:00,20913.1,23523.2,20193.2,22793.4,168587159
2023-01-09 00:00:00+08:00,17006.4,21471.4,16925.8,20912.6,137572829
2023-01-02 00:00:00+08:00,16561.1,17243.2,16500.0,17006.3,30993881
2022-12-26 00:00:00+08:00,16793.2,17040.0,16171.0,16560.5,31972931
2022-12-19 00:00:00+08:00,16738.8,17156.0,15559.5,16799.9,42079694
2022-12-05 00:00:00+08:00,17030.0,17642.7,16343.9,17155.9,44503664
2022-11-28 00:00:00+08:00,16569.1,17288.0,15996.6,17028.9,83978039
2022-11-21 00:00:00+08:00,16561.2,17052.7,15296.0,16568.5,127610080
2022-11-14 00:00:00+08:00,16557.3,17255.0,15790.1,16562.6,146905966
2022-11-07 00:00:00+08:00,21245.2,21454.5,15554.4,16556.6,175573320
2022-10-31 00:00:00+08:00,20684.2,21588.0,20026.5,21245.8,106395770
2022-10-24 00:00:00+08:00,19196.1,21128.6,18952.2,20686.6,135360687
2022-10-17 00:00:00+08:00,19157.3,20021.6,18646.4,19191.3,79717037
2022-10-10 00:00:00+08:00,19539.4,19954.5,18000.0,19155.0,102583757
2022-10-03 00:00:00+08:00,19142.1,20734.3,18851.3,19539.4,133734030
2022-09-26 00:00:00+08:00,18990.2,20500.0,18427.4,19140.9,205889996
2022-09-19 00:00:00+08:00,19804.0,20010.0,18000.0,18988.8,228493812
2022-09-12 00:00:00+08:00,21641.0,23101.9,18980.8,19809.9,198487889
2022-09-05 00:00:00+08:00,19794.3,21811.7,18517.3,21645.1,205621020
2022-08-29 00:00:00+08:00,20026.7,20800.0,19400.0,19791.9,207949881
2022-08-22 00:00:00+08:00,21441.5,22165.7,19579.0,20026.7,222929326
2022-08-15 00:00:00+08:00,24531.3,25217.8,20486.5,21423.3,149242420
2022-08-08 00:00:00+08:00,23028.3,25331.2,22666.8,24530.0,1288384841
2022-08-01 00:00:00+08:00,23795.0,24194.6,22384.5,23028.2,1216941096
2022-07-25 00:00:00+08:00,22859.7,24794.0,20715.8,23777.0,4388526383
2022-07-18 00:00:00+08:00,21159.6,24272.2,20752.9,22858.9,6116755381
2022-07-11 00:00:00+08:00,20896.3,21662.5,18893.9,21167.6,3653889435
2022-07-04 00:00:00+08:00,19020.4,22508.3,18991.4,20885.5,3942136234
2022-06-27 00:00:00+08:00,21314.3,21523.7,18604.2,19024.8,4199476270
2022-06-20 00:00:00+08:00,19793.0,21914.2,19348.6,21315.8,5822335586
2022-06-13 00:00:00+08:00,28050.3,28186.0,17582.7,19798.7,7255830388
2022-06-06 00:00:00+08:00,29953.6,31990.0,26849.3,28053.2,1538396301
2022-05-30 00:00:00+08:00,29193.9,33756.9,28884.7,29955.0,130351330
2022-05-23 00:00:00+08:00,29812.6,31100.0,27800.6,29187.8,96868679
