Datetime,Open,High,Low,Close,Volume
2023-04-17 00:00:00+08:00,30355.6,30572.0,29161.7,29378.1,13877468
2023-04-16 00:00:00+08:00,30345.2,30907.4,30097.0,30362.1,5369138
2023-04-15 00:00:00+08:00,30244.4,30888.0,29830.3,30345.2,9443340
2023-04-14 00:00:00+08:00,30466.8,31538.5,29754.3,30246.2,17166306
2023-04-13 00:00:00+08:00,29985.1,31000.0,29380.6,30467.2,15432752
2023-04-12 00:00:00+08:00,30221.4,30579.0,29388.5,29985.0,18317554
2023-04-11 00:00:00+08:00,28456.5,30888.5,28186.2,30221.4,5982955
2023-04-10 00:00:00+08:00,27894.6,29098.8,27336.7,28456.7,12290333
2023-04-09 00:00:00+08:00,28029.0,28099.2,27801.1,27894.2,5409346
2023-04-08 00:00:00+08:00,27950.4,28765.0,27308.6,28028.8,6277122
2023-04-07 00:00:00+08:00,28093.5,28600.0,27463.0,27948.9,10570070
2023-04-06 00:00:00+08:00,28019.8,28554.2,27260.7,28093.5,16892685
2023-04-05 00:00:00+08:00,28032.8,29165.4,27569.7,28019.8,19031894
2023-04-04 00:00:00+08:00,28057.4,28591.3,27184.3,28031.5,23528343
2023-04-03 00:00:00+08:00,28126.4,28701.5,27355.5,28058.0,21379850
2023-04-02 00:00:00+08:00,28412.5,29030.0,27682.0,28128.5,6123668
2023-04-01 00:00:00+08:00,28515.1,29052.9,27871.2,28413.2,13905484
2023-03-31 00:00:00+08:00,28215.4,28778.9,26491.0,28513.7,6146254
2023-03-30 00:00:00+08:00,28351.8,30090.1,26850.0,28224.3,9750554
2023-03-29 00:00:00+08:00,27009.6,28800.0,26725.0,28373.4,26011792
2023-03-28 00:00:00+08:00,26905.5,27683.8,26577.2,27008.3,30676619
2023-03-27 00:00:00+08:00,27810.8,28532.7,26499.6,26902.6,28625700
2023-03-26 00:00:00+08:00,27671.1,28700.4,27168.4,27814.1,20713042
2023-03-25 00:00:00+08:00,28030.4,28172.5,26821.0,27671.1,24537686
2023-03-24 00:00:00+08:00,28643.0,28800.0,27130.8,28030.6,32171350
2023-03-23 00:00:00+08:00,28659.6,29357.1,26398.0,28642.7,41169745
2023-03-22 00:00:00+08:00,28104.4,29349.9,27961.9,28661.6,38254051
2023-03-21 00:00:00+08:00,27750.6,28649.3,27150.4,28106.4,43418080
2023-03-20 00:00:00+08:00,27621.3,29373.0,27199.5,27750.6,57293867
2023-03-19 00:00:00+08:00,27286.1,27888.0,26688.9,27623.9,40442502
2023-03-18 00:00:00+08:00,26456.8,28094.0,26324.8,27286.3,63864247
