Datetime,Open,High,Low,Close,Volume
2023-04-18 15:03:00+08:00,29715.4,29715.4,29711.5,29711.5,6486
2023-04-18 15:02:00+08:00,29720.5,30336.6,29715.7,29715.7,37629
2023-04-18 15:01:00+08:00,29746.8,29758.4,29720.0,29720.5,15721
2023-04-18 15:00:00+08:00,29736.6,29748.1,29733.7,29746.6,28027
2023-04-18 14:59:00+08:00,29732.9,29733.9,29732.9,29733.9,6530
2023-04-18 14:58:00+08:00,29724.8,29741.1,29724.8,29733.5,21917
2023-04-18 14:57:00+08:00,29711.2,29724.2,29711.2,29724.2,16394
2023-04-18 14:56:00+08:00,29706.2,29708.1,29706.2,29708.1,7424
2023-04-18 14:55:00+08:00,29703.8,29706.0,29703.8,29706.0,3560
2023-04-18 14:54:00+08:00,29695.8,29703.6,29695.8,29703.6,7841
2023-04-18 14:53:00+08:00,29695.7,29697.5,29695.7,29697.5,1661
2023-04-18 14:52:00+08:00,29704.8,29704.8,29690.7,29700.6,6406
2023-04-18 14:51:00+08:00,29700.1,29704.8,29700.1,29704.8,5285
2023-04-18 14:50:00+08:00,29690.0,29703.5,29690.0,29703.5,11551
2023-04-18 14:49:00+08:00,29688.8,29689.4,29688.8,29689.4,1220
2023-04-18 14:48:00+08:00,29693.0,29693.0,29689.4,29689.4,240
2023-04-18 14:47:00+08:00,29680.1,29693.0,29680.1,29693.0,15102
2023-04-18 14:46:00+08:00,29680.8,29680.8,29666.8,29679.3,15385
2023-04-18 14:45:00+08:00,29686.0,29686.0,29686.0,29686.0,364
2023-04-18 14:44:00+08:00,29695.1,29703.0,29690.8,29690.8,7258
2023-04-18 14:43:00+08:00,29692.0,29694.1,29682.6,29694.1,10426
2023-04-18 14:42:00+08:00,29695.1,29697.8,29692.1,29693.2,7898
2023-04-18 14:41:00+08:00,29693.8,29693.8,29693.8,29693.8,0
2023-04-18 14:40:00+08:00,29698.4,29698.4,29693.0,29693.8,4620
2023-04-18 14:39:00+08:00,29692.8,29702.9,29692.8,29700.6,7614
2023-04-18 14:38:00+08:00,29702.9,29702.9,29688.8,29691.0,4809
2023-04-18 14:37:00+08:00,29688.0,29700.5,29683.4,29687.5,46249
2023-04-18 14:36:00+08:00,29688.0,29688.0,29688.0,29688.0,0
2023-04-18 14:35:00+08:00,29688.0,29688.0,29688.0,29688.0,601
2023-04-18 14:34:00+08:00,29703.1,29703.1,29684.8,29687.4,4005
2023-04-18 14:33:00+08:00,29705.4,29705.4,29703.3,29703.3,409
2023-04-18 14:32:00+08:00,29699.4,29710.5,29698.0,29706.9,12513
2023-04-18 14:31:00+08:00,29718.2,29718.2,29701.6,29703.5,8081
2023-04-18 14:30:00+08:00,29723.0,29737.8,29723.0,29724.0,42828
2023-04-18 14:29:00+08:00,29736.0,29741.3,29723.7,29723.7,8379
2023-04-18 14:28:00+08:00,29737.6,29746.3,29718.8,29735.1,24222
2023-04-18 14:27:00+08:00,29752.1,29755.5,29743.1,29743.1,14263
2023-04-18 14:26:00+08:00,29736.0,29752.1,29726.3,29752.1,23628
2023-04-18 14:25:00+08:00,29754.1,29757.2,29736.9,29736.9,27773
2023-04-18 14:24:00+08:00,29717.7,29753.3,29717.7,29751.2,34782
2023-04-18 14:23:00+08:00,29719.6,29734.5,29708.4,29717.3,30812
2023-04-18 14:22:00+08:00,29692.3,29719.3,29692.3,29719.3,24760
2023-04-18 14:21:00+08:00,29705.1,29705.1,29684.8,29693.6,18227
