Datetime,Open,High,Low,Close,Volume
2023-04-18 15:30:00+08:00,29744.5,29813.5,29425.9,29790.4,355119
2023-04-18 15:00:00+08:00,29736.6,30336.6,29687.5,29743.6,239789
2023-04-18 14:30:00+08:00,29723.0,29741.1,29666.8,29733.9,278191
2023-04-18 14:00:00+08:00,29562.1,29757.2,29562.1,29723.7,515255
2023-04-18 13:30:00+08:00,29560.7,29617.4,29531.9,29561.0,229726
2023-04-18 13:00:00+08:00,29508.9,29580.9,29508.9,29561.5,179738
2023-04-18 12:30:00+08:00,29470.6,29530.0,29467.4,29508.3,151647
2023-04-18 12:00:00+08:00,29460.1,29503.7,29455.1,29470.6,82876
2023-04-18 11:30:00+08:00,29467.8,29494.1,29460.1,29462.7,78675
2023-04-18 11:00:00+08:00,29477.3,29514.5,29459.3,29467.7,118827
2023-04-18 10:30:00+08:00,29438.4,29499.9,29431.9,29471.1,149220
2023-04-18 10:00:00+08:00,29378.6,29483.9,29378.6,29441.4,241563
2023-04-18 09:30:00+08:00,29293.1,29425.3,29287.4,29378.9,425949
2023-04-18 09:00:00+08:00,29366.9,29379.9,29108.7,29292.1,717675
2023-04-18 08:30:00+08:00,29396.3,29429.4,29284.0,29366.1,348414
2023-04-18 08:00:00+08:00,29434.2,29458.7,29385.1,29402.7,146766
2023-04-18 07:30:00+08:00,29478.4,29492.3,29400.1,29436.2,117510
2023-04-18 07:00:00+08:00,29513.1,29522.5,29476.6,29481.4,60699
2023-04-18 06:30:00+08:00,29506.3,29546.7,29490.3,29512.2,109216
2023-04-18 06:00:00+08:00,29457.1,29998.0,29457.1,29511.5,155749
2023-04-18 05:30:00+08:00,29439.3,29470.1,29439.3,29454.7,65750
2023-04-18 05:00:00+08:00,29448.5,29466.8,29385.1,29437.5,146407
2023-04-18 04:30:00+08:00,29448.7,29488.5,29425.1,29447.1,177955
2023-04-18 04:00:00+08:00,29474.6,29503.1,29429.0,29450.0,173366
2023-04-18 03:30:00+08:00,29558.3,29586.5,29459.7,29472.8,296548
2023-04-18 03:00:00+08:00,29533.3,29573.3,29507.8,29559.5,225735
2023-04-18 02:30:00+08:00,29523.5,29577.6,29490.7,29532.6,215213
2023-04-18 02:00:00+08:00,29467.1,29527.7,29466.1,29523.6,172305
2023-04-18 01:30:00+08:00,29489.1,29529.1,29467.0,29467.4,207356
2023-04-18 01:00:00+08:00,29473.1,29542.0,29459.7,29494.3,242386
2023-04-18 00:30:00+08:00,29427.3,29492.6,29416.5,29471.6,348342
2023-04-18 00:00:00+08:00,29378.8,29426.0,29337.1,29426.0,334704
2023-04-17 23:30:00+08:00,29407.5,29410.9,29256.3,29378.1,491542
2023-04-17 23:00:00+08:00,29456.4,30047.4,29407.6,29407.6,254735
2023-04-17 22:30:00+08:00,29472.2,29496.6,29369.8,29456.6,387306
2023-04-17 22:00:00+08:00,29415.3,29499.9,29369.6,29472.6,411930
2023-04-17 21:30:00+08:00,29378.1,29488.4,29274.3,29413.6,683211
2023-04-17 21:00:00+08:00,29545.6,29556.2,29330.7,29379.3,625742
2023-04-17 20:30:00+08:00,29534.3,29567.3,29451.1,29546.2,360855
2023-04-17 20:00:00+08:00,29587.5,29633.6,29489.1,29534.3,525460
2023-04-17 19:30:00+08:00,29787.1,29817.9,29161.7,29587.8,913744
2023-04-17 19:00:00+08:00,29910.0,29915.2,29775.1,29786.7,202892
2023-04-17 18:30:00+08:00,29897.9,29919.0,29885.5,29910.4,58695
2023-04-17 18:00:00+08:00,29900.9,29900.9,29900.9,29900.9,0
2023-04-17 17:30:00+08:00,29917.9,29935.7,29873.4,29900.9,118729
2023-04-17 17:00:00+08:00,29933.8,29938.4,29894.6,29921.9,105800
2023-04-17 16:30:00+08:00,29892.2,29935.5,29876.7,29932.2,157090
2023-04-17 16:00:00+08:00,29853.6,29915.1,29824.1,29892.7,211608
2023-04-17 15:30:00+08:00,29913.5,29926.6,29848.3,29851.9,250289
2023-04-17 15:00:00+08:00,29913.4,29953.7,29877.1,29913.1,221902
2023-04-17 14:30:00+08:00,29959.3,29962.0,29900.1,29912.3,172176
2023-04-17 14:00:00+08:00,30005.2,30017.4,29939.3,29959.4,109152
2023-04-17 13:30:00+08:00,29971.5,30004.7,29953.2,30004.7,103842
2023-04-17 13:00:00+08:00,29985.3,30021.9,29944.3,29969.8,131505
2023-04-17 12:30:00+08:00,29945.1,29992.2,29911.7,29991.4,155348
2023-04-17 12:00:00+08:00,29975.4,29980.7,29937.1,29949.6,52037
2023-04-17 11:30:00+08:00,29989.6,30000.7,29949.0,29978.9,98471
2023-04-17 11:00:00+08:00,30019.0,30039.4,29989.4,29993.5,183618
2023-04-17 10:30:00+08:00,29977.2,30098.5,29944.9,30017.3,383973
2023-04-17 10:00:00+08:00,29942.1,29976.7,29884.3,29976.7,200690
2023-04-17 09:30:00+08:00,29946.4,30529.6,29917.7,29942.1,355707
2023-04-17 09:00:00+08:00,29842.0,29979.3,29764.9,29945.9,646592
2023-04-17 08:30:00+08:00,30052.8,30232.0,29784.0,29842.0,1413109
2023-04-17 08:00:00+08:00,30304.0,30322.9,30017.8,30051.6,377494
2023-04-17 07:30:00+08:00,30277.0,30312.4,30240.1,30312.4,243558
2023-04-17 07:00:00+08:00,30329.9,30350.3,30280.2,30280.2,143384
2023-04-17 06:30:00+08:00,30323.0,30341.7,30302.6,30329.9,116165
2023-04-17 06:00:00+08:00,30401.9,30426.8,30321.4,30324.6,174791
2023-04-17 05:30:00+08:00,30324.8,30406.2,30324.8,30401.1,175158
2023-04-17 05:00:00+08:00,30355.5,30395.3,30280.7,30324.8,207755
2023-04-17 04:30:00+08:00,30367.5,30417.9,30332.7,30355.4,244973
2023-04-17 04:00:00+08:00,30323.8,30369.9,30196.1,30369.4,609169
2023-04-17 03:30:00+08:00,30536.3,30568.5,30300.5,30323.2,328570
2023-04-17 03:00:00+08:00,30490.0,30572.0,30444.4,30534.8,638879
2023-04-17 02:30:00+08:00,30364.2,30490.0,30139.0,30490.0,199531
2023-04-17 02:00:00+08:00,30311.6,30371.5,30310.7,30364.6,76824
2023-04-17 01:30:00+08:00,30356.1,30356.9,30311.0,30312.4,59289
2023-04-17 01:00:00+08:00,30362.0,30399.0,30346.2,30355.0,129393
2023-04-17 00:30:00+08:00,30299.5,30363.5,30277.9,30361.3,141573
2023-04-17 00:00:00+08:00,30355.6,30505.0,30299.6,30299.6,23212
2023-04-16 23:30:00+08:00,30358.3,30390.0,30351.4,30362.1,153312
2023-04-16 23:00:00+08:00,30332.1,30369.3,30316.7,30357.5,128507
2023-04-16 22:30:00+08:00,30295.1,30343.0,30289.4,30332.3,150739
2023-04-16 22:00:00+08:00,30273.0,30321.6,30267.0,30294.9,203514
2023-04-16 21:30:00+08:00,30259.3,30279.0,30177.1,30271.8,276842
2023-04-16 21:00:00+08:00,30274.6,30278.7,30225.7,30257.6,120199
2023-04-16 20:30:00+08:00,30258.8,30298.1,30230.2,30275.2,155523
2023-04-16 20:00:00+08:00,30245.5,30287.8,30241.1,30265.2,67986
2023-04-16 19:30:00+08:00,30291.9,30302.5,30242.9,30245.0,111704
2023-04-16 19:00:00+08:00,30310.3,30341.7,30289.4,30291.0,57094
2023-04-16 18:30:00+08:00,30299.9,30310.0,30276.7,30310.0,34379
2023-04-16 18:00:00+08:00,30296.6,30299.8,30157.0,30299.6,68736
2023-04-16 17:30:00+08:00,30319.8,30319.8,30271.2,30298.5,129429
2023-04-16 17:00:00+08:00,30356.3,30356.3,30301.2,30316.5,54641
2023-04-16 16:30:00+08:00,30351.2,30365.9,30351.2,30356.6,33001
2023-04-16 16:00:00+08:00,30368.3,30377.1,30353.0,30353.0,20943
2023-04-16 15:30:00+08:00,30360.4,30419.8,30223.0,30371.2,62458
2023-04-16 15:00:00+08:00,30333.4,30358.9,30324.9,30358.9,40233
2023-04-16 14:30:00+08:00,30347.6,30377.9,30336.5,30336.5,44397
2023-04-16 14:00:00+08:00,30334.8,30350.0,30331.1,30347.3,44644
